ID,class1,class2,class3,class4,class5,class6,class7,class8,class9
1,0.01159055344760418,0.01898406445980072,0.0019819687586277723,0.12350308895111084,0.020749488845467567,0.004846342373639345,0.015414376743137836,0.0013282030122354627,0.0016019245376810431
2,0.18921415507793427,0.004314974881708622,0.00013849520473740995,0.000698158866725862,0.00039917038520798087,0.0036887649912387133,0.0009655867470428348,0.00010782499884953722,0.00047286576591432095
3,0.05588942766189575,0.009971633553504944,0.0024770291056483984,0.059841353446245193,0.006139335688203573,0.0020781648345291615,0.06104367971420288,0.0014681946486234665,0.001091191777959466
4,0.02836616337299347,0.006915827747434378,0.0012989183887839317,0.022094998508691788,0.00401093065738678,0.0040491437539458275,0.13066425919532776,0.0009973137639462948,0.0016024485230445862
5,0.04971848800778389,0.08357648551464081,0.0028320634737610817,0.006166497711092234,0.010876985266804695,0.004470193758606911,0.039698511362075806,0.0009832570794969797,0.001677521737292409
6,0.014156585559248924,0.01331651397049427,0.0020133829675614834,0.026492904871702194,0.008866490796208382,0.02851799502968788,0.10418015718460083,0.001502297236584127,0.0009536723373457789
7,0.03470512107014656,0.0791841670870781,0.0029261228628456593,0.006946089677512646,0.011097479611635208,0.005809871945530176,0.05630487948656082,0.001420142245478928,0.0016061302740126848
8,0.048716749995946884,0.0073036933317780495,0.004627745132893324,0.024778369814157486,0.08127906918525696,0.01331587415188551,0.01341330073773861,0.0050547001883387566,0.0015104891499504447
9,0.0027074876707047224,0.002342014107853174,0.00044311568490229547,0.08383823931217194,0.0018100797897204757,0.0005627094651572406,0.10765448957681656,0.0003185512323398143,0.0003233166062273085
10,0.03590140491724014,0.027802253141999245,0.0018790496978908777,0.005222892854362726,0.00749737536534667,0.009077153168618679,0.10741490125656128,0.0039353445172309875,0.0012696214253082871
11,0.025142645463347435,0.08179481327533722,0.014182565733790398,0.021957051008939743,0.007929923012852669,0.007824456319212914,0.03629930689930916,0.0023233643732964993,0.0025458780582994223
12,0.034897394478321075,0.08455191552639008,0.009048053994774818,0.011808638460934162,0.009611519053578377,0.015184451825916767,0.022755000740289688,0.009780826047062874,0.0023621954023838043
13,0.004145431332290173,0.023224201053380966,0.0038795527070760727,0.012364472262561321,0.023455504328012466,0.011941404081881046,0.11414507776498795,0.003251398680731654,0.003592969151213765
14,0.08996003866195679,0.03484909236431122,0.0025631047319620848,0.004186810925602913,0.0057266284711658955,0.00967411044985056,0.04950174316763878,0.0015109865926206112,0.002027488313615322
15,0.005477468483150005,0.004350648261606693,0.008281921967864037,0.012210050597786903,0.14222678542137146,0.01705908589065075,0.006868069060146809,0.0014002309180796146,0.0021257370244711637
16,0.019880864769220352,0.0023544467985630035,0.016574930399656296,0.07097749412059784,0.054152656346559525,0.02567276917397976,0.002674859482795,0.0051894295029342175,0.002522540045902133
